case_id,case_type,country,processing_stage,office_id,office_load,priority,document_complexity,documents_missing,client_response_delay_days,reassignment_count,days_in_stage,sla_target_days,total_processing_days,sla_breach
2553,Tax,DE,Submission,116,45,Urgent,High,5,27,0,17,14,78.2,True
2554,Tax,CA,Government Review,101,36,Urgent,Medium,2,7,0,45,14,67.6,True
2555,Relocation,CA,Government Review,102,65,Normal,Low,5,27,2,33,35,91.2,True
2556,Tax,CA,Documentation,107,125,Urgent,Low,3,13,2,33,14,65.7,True
2557,Relocation,AU,Intake,111,87,Urgent,Low,5,3,0,17,28,47.4,True
2558,Work Permit,AU,Government Review,100,69,Normal,Low,4,6,1,18,45,63.9,True
2559,PR Application,UK,Submission,109,62,Normal,Medium,2,19,1,44,90,87.6,False
2560,Relocation,AU,Intake,119,67,Normal,Medium,1,7,1,38,35,57.3,True
2561,PR Application,CA,Submission,102,87,Normal,High,3,9,0,7,90,63.2,False
2562,Visa Renewal,CA,Government Review,105,38,Normal,High,6,17,0,26,30,88.9,True
2563,Payroll,UK,Decision,106,121,Normal,Medium,0,17,1,1,14,53.5,True
2564,PR Application,UK,Intake,119,44,Normal,Low,5,18,0,11,90,60.0,False
2565,Work Permit,CA,Documentation,117,91,Urgent,Low,4,29,1,10,38,72.1,True
2566,Relocation,CA,Decision,110,37,Normal,Medium,3,3,0,31,35,57.6,True
2567,Tax,AU,Government Review,118,70,Urgent,Medium,2,26,5,25,14,93.0,True
2568,Tax,DE,Documentation,104,37,Normal,Medium,6,12,2,1,21,67.5,True
2569,Relocation,CA,Decision,118,77,Normal,High,6,5,4,43,35,94.6,True
2570,Payroll,UK,Submission,110,83,Normal,High,3,30,0,3,14,75.9,True
2571,Visa Renewal,US,Submission,111,90,Normal,Low,1,20,0,1,30,50.3,True
2572,Relocation,US,Closure,109,76,Urgent,Low,1,25,1,7,28,56.3,True
2573,Payroll,CA,Closure,107,36,Urgent,Medium,1,12,2,43,7,61.3,True
2574,Payroll,CA,Submission,108,78,Normal,Medium,4,25,0,14,14,64.1,True
2575,Tax,US,Intake,103,86,Urgent,Low,6,22,3,23,14,67.7,True
2576,Tax,DE,Documentation,104,105,Normal,Medium,3,21,1,17,21,73.7,True
2577,Work Permit,CA,Intake,107,34,Normal,Medium,3,29,1,14,45,74.1,True
2578,Tax,UK,Intake,108,114,Normal,Medium,6,30,0,9,21,79.3,True
2579,Visa Renewal,US,Submission,114,119,Normal,Low,2,30,2,21,30,87.3,True
2580,Work Permit,US,Closure,114,45,Normal,High,0,15,1,45,45,70.0,True
2581,Visa Renewal,AU,Decision,115,67,Normal,Medium,1,19,0,2,30,56.7,True
2582,Relocation,UK,Government Review,113,33,Normal,Low,0,26,2,32,35,80.4,True
2583,Visa Renewal,AU,Government Review,107,100,Normal,Medium,6,9,2,8,30,75.1,True
2584,Visa Renewal,AU,Intake,117,28,Normal,Medium,6,8,2,36,30,63.4,True
2585,Work Permit,CA,Documentation,109,26,Urgent,High,0,6,2,26,38,56.7,True
2586,Visa Renewal,US,Intake,119,129,Normal,Low,1,16,0,37,30,45.4,True
2587,Relocation,AU,Decision,105,110,Normal,High,1,23,1,15,35,80.5,True
2588,Relocation,AU,Intake,111,111,Normal,Low,2,19,3,34,35,74.1,True
2589,Visa Renewal,UK,Decision,101,74,Normal,Medium,4,6,1,21,30,65.3,True
2590,Tax,DE,Government Review,106,31,Normal,Medium,1,26,4,23,21,89.2,True
2591,Payroll,DE,Documentation,115,36,Normal,Low,0,1,1,9,14,28.1,True
2592,Tax,CA,Documentation,102,92,Urgent,Medium,6,27,0,40,14,92.0,True
2593,Visa Renewal,UK,Government Review,112,127,Urgent,High,2,18,1,26,23,85.2,True
2594,Tax,DE,Closure,102,127,Normal,Medium,3,0,1,43,21,58.2,True
2595,Work Permit,UK,Government Review,117,27,Normal,Medium,6,1,3,22,45,81.3,True
2596,Work Permit,US,Documentation,110,110,Normal,Low,2,26,3,13,45,76.0,True
2597,Visa Renewal,CA,Government Review,107,61,Normal,Low,1,4,3,25,30,53.8,True
2598,Tax,US,Documentation,105,95,Normal,Low,6,17,1,7,21,72.9,True
2599,Visa Renewal,US,Closure,100,56,Normal,High,5,28,2,27,30,94.7,True
2600,Work Permit,AU,Government Review,100,39,Normal,Medium,1,5,1,15,45,64.7,True
2601,Work Permit,US,Government Review,107,20,Normal,High,4,5,2,12,45,74.8,True
2602,Tax,US,Submission,104,28,Urgent,Low,2,21,1,45,14,68.5,True
2603,PR Application,CA,Government Review,115,43,Normal,Medium,1,27,0,33,90,80.9,False
2604,Visa Renewal,UK,Documentation,110,53,Normal,Low,0,26,1,21,30,61.4,True
2605,Relocation,CA,Intake,104,55,Normal,Medium,0,15,2,25,35,62.7,True
2606,Relocation,US,Submission,103,23,Normal,Low,2,15,2,40,35,56.9,True
2607,PR Application,US,Closure,105,48,Normal,Low,6,29,3,22,90,92.6,True
2608,Visa Renewal,US,Government Review,113,106,Urgent,Medium,4,30,3,14,23,102.5,True
2609,Tax,CA,Intake,118,118,Normal,Low,5,2,2,8,21,42.3,True
2610,Visa Renewal,US,Decision,108,35,Normal,Medium,2,26,2,24,30,78.4,True
2611,Tax,AU,Documentation,111,27,Normal,Medium,4,2,2,3,21,50.6,True
2612,Work Permit,CA,Documentation,110,110,Normal,Medium,0,25,0,12,45,68.9,True
2613,Visa Renewal,US,Documentation,113,58,Normal,High,1,22,1,22,30,73.5,True
2614,Visa Renewal,UK,Government Review,115,77,Urgent,Low,3,28,1,16,23,78.3,True
2615,Relocation,CA,Government Review,100,31,Normal,Medium,1,28,1,7,35,79.0,True
2616,Work Permit,UK,Submission,112,63,Normal,Medium,0,3,1,18,45,49.0,True
2617,Tax,US,Government Review,112,23,Urgent,Medium,5,5,2,45,14,78.7,True
2618,Work Permit,UK,Documentation,101,44,Normal,Low,6,27,1,23,45,81.3,True
2619,PR Application,DE,Decision,103,89,Normal,Medium,0,23,1,26,90,89.0,False
2620,Tax,AU,Documentation,105,86,Normal,Low,1,2,1,38,21,53.9,True
2621,Relocation,US,Decision,104,58,Normal,Low,1,24,1,2,35,62.1,True
2622,Tax,CA,Government Review,102,43,Urgent,Low,5,8,1,2,14,56.6,True
2623,PR Application,CA,Government Review,100,104,Normal,Low,5,30,2,22,90,105.3,True
2624,Visa Renewal,AU,Submission,103,25,Urgent,Low,0,2,1,38,23,48.1,True
2625,Tax,AU,Government Review,119,116,Normal,Low,1,5,2,42,21,64.6,True
2626,Visa Renewal,US,Intake,101,91,Urgent,Low,6,20,1,28,23,68.4,True
2627,Relocation,US,Decision,104,52,Normal,Low,3,19,1,17,35,62.1,True
2628,Tax,CA,Intake,102,67,Urgent,Low,3,23,0,18,14,45.3,True
2629,Visa Renewal,US,Intake,108,86,Urgent,Medium,2,25,0,2,23,60.0,True
2630,Visa Renewal,CA,Government Review,119,21,Normal,Low,3,8,5,35,30,76.6,True
2631,Relocation,US,Government Review,105,57,Normal,Low,0,14,2,15,35,64.8,True
2632,Tax,UK,Intake,117,59,Normal,Low,0,27,2,15,21,58.9,True
2633,Payroll,AU,Closure,105,75,Urgent,Low,2,8,1,44,7,55.6,True
2634,Relocation,AU,Closure,118,122,Normal,Low,6,4,0,45,35,66.5,True
2635,PR Application,CA,Government Review,111,122,Normal,Low,4,20,0,34,90,88.4,False
2636,Payroll,UK,Submission,110,107,Urgent,Medium,6,26,4,15,7,100.4,True
2637,Work Permit,AU,Government Review,101,40,Normal,Medium,2,15,1,18,45,72.6,True
2638,Visa Renewal,US,Documentation,114,101,Normal,High,4,2,4,13,30,76.9,True
2639,Tax,UK,Submission,111,54,Urgent,Medium,4,8,2,38,14,68.1,True
2640,Tax,CA,Closure,111,94,Normal,Medium,1,16,2,8,21,57.0,True
2641,Tax,US,Closure,108,94,Urgent,Low,5,27,2,16,14,76.8,True
2642,Relocation,CA,Closure,101,86,Normal,Medium,3,2,2,20,35,60.0,True
2643,Work Permit,US,Documentation,102,79,Normal,Low,6,6,3,26,45,74.2,True
2644,Relocation,UK,Documentation,111,42,Normal,Medium,4,6,1,35,35,63.1,True
2645,Visa Renewal,US,Documentation,115,84,Normal,Low,1,20,2,17,30,63.3,True
2646,Visa Renewal,CA,Submission,100,82,Normal,Medium,2,5,3,26,30,57.9,True
2647,Tax,US,Documentation,102,42,Normal,High,2,19,2,18,21,78.4,True
2648,Work Permit,AU,Submission,119,105,Normal,High,6,7,3,44,45,95.7,True
2649,Tax,CA,Government Review,101,61,Normal,Low,6,3,0,7,21,51.0,True
2650,Relocation,UK,Decision,108,113,Normal,Low,4,25,4,44,35,106.4,True
2651,PR Application,UK,Government Review,118,83,Normal,Medium,6,14,1,35,90,106.5,True
2652,Work Permit,CA,Decision,114,85,Normal,Medium,1,5,1,12,45,62.4,True
2653,Visa Renewal,US,Intake,117,100,Normal,Medium,0,15,1,44,30,59.6,True
2654,Work Permit,DE,Intake,110,60,Urgent,Medium,6,4,3,41,38,73.4,True
2655,Payroll,US,Decision,115,39,Normal,Medium,5,11,0,1,14,50.6,True
2656,Tax,US,Government Review,116,28,Normal,High,5,13,3,25,21,103.5,True
2657,Relocation,UK,Government Review,104,76,Urgent,Medium,3,25,2,16,28,91.2,True
2658,Visa Renewal,US,Intake,111,94,Urgent,Medium,4,5,0,15,23,54.2,True
2659,Payroll,CA,Documentation,110,36,Normal,Medium,0,2,3,11,14,48.4,True
2660,Visa Renewal,CA,Government Review,114,97,Urgent,Medium,3,28,2,37,23,98.8,True
2661,Work Permit,CA,Decision,102,101,Normal,Medium,0,18,3,39,45,82.7,True
2662,Relocation,UK,Closure,100,37,Normal,Medium,5,9,3,3,35,63.1,True
2663,Payroll,UK,Government Review,119,127,Normal,High,1,6,2,45,14,91.4,True
2664,Work Permit,UK,Government Review,115,82,Normal,Medium,6,12,0,45,45,87.9,True
2665,Visa Renewal,UK,Decision,101,91,Normal,Low,4,0,1,42,30,56.3,True
2666,Payroll,US,Government Review,101,112,Normal,Medium,0,0,1,39,14,65.4,True
2667,Work Permit,CA,Government Review,102,91,Normal,Medium,0,16,4,20,45,79.0,True
2668,Work Permit,CA,Closure,107,45,Normal,Low,0,21,0,23,45,52.1,True
2669,Relocation,CA,Decision,114,111,Normal,Medium,5,3,2,15,35,71.4,True
2670,Tax,AU,Closure,106,91,Normal,Medium,4,13,5,18,21,78.8,True
2671,Relocation,DE,Documentation,105,103,Normal,Medium,1,5,2,39,35,65.2,True
2672,Payroll,US,Government Review,108,91,Urgent,Medium,1,29,2,35,7,87.6,True
2673,PR Application,US,Decision,119,97,Normal,Medium,0,13,3,29,90,90.6,True
2674,Work Permit,US,Intake,100,32,Normal,High,1,14,2,20,45,64.6,True
2675,Payroll,US,Decision,107,123,Normal,Low,3,0,1,42,14,50.8,True
2676,Relocation,US,Documentation,102,36,Normal,Low,1,19,1,15,35,61.9,True
2677,Visa Renewal,CA,Decision,103,45,Normal,Low,0,15,1,32,30,59.8,True
2678,Relocation,AU,Government Review,114,25,Normal,Medium,3,3,3,12,35,62.0,True
2679,Visa Renewal,DE,Documentation,105,100,Normal,Low,4,1,0,12,30,57.9,True
2680,Work Permit,US,Submission,114,23,Normal,Low,2,0,2,25,45,42.0,False
2681,Work Permit,CA,Government Review,102,108,Normal,Medium,5,12,1,34,45,90.6,True
2682,Relocation,CA,Government Review,113,26,Normal,Low,1,15,1,8,35,67.9,True
2683,Tax,DE,Submission,119,36,Urgent,Medium,6,7,1,24,14,65.8,True
2684,Relocation,DE,Decision,113,105,Normal,Medium,3,21,3,45,35,97.8,True
2685,Payroll,AU,Government Review,103,111,Normal,Medium,2,3,0,1,14,44.8,True
2686,Visa Renewal,CA,Government Review,111,69,Normal,Low,4,1,1,25,30,68.3,True
2687,Visa Renewal,UK,Intake,116,25,Urgent,Medium,2,27,0,34,23,71.7,True
2688,Work Permit,US,Closure,106,49,Normal,Low,4,12,1,14,45,45.5,True
2689,Work Permit,UK,Documentation,108,93,Normal,High,0,4,2,36,45,78.7,True
2690,Visa Renewal,US,Government Review,102,75,Normal,High,0,24,2,6,30,85.3,True
2691,Tax,CA,Decision,112,58,Normal,Low,5,22,2,45,21,80.8,True
2692,Payroll,UK,Documentation,114,33,Urgent,Low,5,19,4,9,7,67.2,True
2693,Payroll,US,Government Review,117,73,Urgent,Low,4,30,1,1,7,77.9,True
2694,Visa Renewal,US,Documentation,118,129,Normal,Low,2,20,0,9,30,63.3,True
2695,Payroll,US,Decision,100,125,Normal,Medium,5,23,1,24,14,80.1,True
2696,Visa Renewal,US,Government Review,105,41,Normal,Medium,1,26,3,39,30,94.3,True
2697,Work Permit,US,Decision,101,76,Normal,Low,2,12,3,18,45,83.3,True
2698,Tax,US,Decision,113,60,Urgent,Medium,5,4,1,39,14,67.8,True
2699,PR Application,US,Government Review,105,109,Normal,High,2,15,3,18,90,109.0,True
2700,Work Permit,US,Government Review,113,29,Normal,Medium,6,27,2,41,45,99.8,True
2701,Relocation,AU,Government Review,103,21,Normal,Low,1,5,1,28,35,49.8,True
2702,Visa Renewal,CA,Submission,107,86,Normal,Medium,2,15,2,2,30,66.2,True
2703,Tax,US,Government Review,102,67,Urgent,Medium,2,28,0,37,14,92.8,True
2704,Relocation,CA,Closure,118,61,Normal,High,3,25,3,41,35,102.0,True
2705,Payroll,AU,Submission,113,30,Normal,Low,4,21,3,36,14,72.9,True
2706,Work Permit,UK,Documentation,119,93,Normal,Low,0,23,1,24,45,74.2,True
2707,Visa Renewal,US,Submission,116,31,Normal,Medium,5,12,2,35,30,57.7,True
2708,Relocation,UK,Submission,107,33,Urgent,Medium,6,10,2,6,28,66.4,True
2709,Relocation,UK,Intake,113,49,Urgent,Medium,5,20,1,17,28,74.0,True
2710,Visa Renewal,UK,Submission,105,124,Urgent,Low,5,0,1,30,23,52.2,True
2711,Tax,UK,Submission,115,79,Normal,Medium,4,3,3,8,21,62.9,True
2712,Tax,AU,Government Review,118,96,Normal,Low,2,2,4,42,21,74.4,True
2713,Payroll,AU,Submission,113,49,Normal,Low,1,17,1,10,14,47.2,True
2714,Tax,UK,Government Review,118,57,Normal,Medium,1,22,0,16,21,70.3,True
2715,Tax,CA,Decision,102,94,Normal,Low,0,15,1,38,21,68.8,True
2716,Relocation,UK,Closure,109,84,Normal,Low,0,12,0,26,35,44.8,True
2717,Tax,DE,Government Review,118,110,Normal,Medium,0,12,2,31,21,74.7,True
2718,Visa Renewal,US,Intake,108,66,Normal,Medium,1,6,0,8,30,33.2,True
2719,Visa Renewal,AU,Closure,119,58,Normal,Low,2,30,3,35,30,78.0,True
2720,Visa Renewal,US,Government Review,112,126,Urgent,Medium,0,23,1,34,23,87.2,True
2721,Relocation,CA,Documentation,106,68,Urgent,Low,0,14,0,10,28,48.4,True
2722,Visa Renewal,AU,Intake,113,120,Normal,Low,6,25,0,40,30,74.4,True
2723,Payroll,US,Intake,108,92,Normal,Medium,1,14,2,44,14,66.7,True
2724,Visa Renewal,CA,Documentation,118,77,Urgent,Low,5,4,1,12,23,52.5,True
2725,Work Permit,US,Intake,114,126,Normal,High,2,30,0,41,45,86.6,True
2726,Relocation,CA,Closure,119,109,Normal,Low,0,16,1,27,35,55.6,True
2727,Work Permit,US,Government Review,113,108,Normal,Medium,2,21,0,19,45,80.6,True
2728,Work Permit,CA,Government Review,105,36,Normal,Medium,3,21,0,26,45,79.1,True
2729,Work Permit,CA,Decision,103,25,Normal,High,5,10,1,15,45,68.5,True
2730,Relocation,AU,Decision,107,34,Urgent,Low,5,23,1,31,28,76.8,True
2731,Relocation,AU,Decision,116,86,Normal,High,0,12,1,37,35,76.1,True
2732,Tax,US,Closure,108,114,Normal,High,0,9,0,18,21,63.1,True
2733,Tax,UK,Submission,100,47,Normal,Low,6,14,3,29,21,71.9,True
2734,Relocation,US,Closure,119,92,Normal,Medium,1,1,0,44,35,57.0,True
2735,Visa Renewal,US,Government Review,113,63,Normal,Low,5,10,0,27,30,73.8,True
2736,Visa Renewal,US,Intake,110,37,Normal,Medium,6,24,3,38,30,79.4,True
2737,Tax,AU,Government Review,102,123,Normal,Medium,3,10,2,20,21,77.0,True
2738,Work Permit,AU,Government Review,108,51,Normal,Low,3,28,1,21,45,92.1,True
2739,Work Permit,US,Closure,113,102,Normal,Medium,3,21,4,29,45,87.4,True
2740,Tax,US,Submission,108,88,Normal,Low,4,0,1,43,21,52.4,True
2741,Relocation,US,Government Review,103,63,Normal,Medium,1,24,0,15,35,79.5,True
2742,Work Permit,CA,Intake,103,89,Normal,Low,1,7,3,22,45,58.1,True
2743,Visa Renewal,UK,Documentation,107,82,Normal,Medium,0,25,1,23,30,71.5,True
2744,Payroll,US,Intake,101,95,Normal,Low,1,16,1,4,14,41.9,True
2745,Tax,DE,Government Review,108,77,Urgent,Low,0,7,1,24,14,45.8,True
2746,Tax,CA,Decision,113,66,Urgent,Medium,6,12,0,14,14,62.8,True
2747,Relocation,AU,Documentation,108,125,Normal,Low,0,22,0,37,35,67.5,True
2748,Relocation,UK,Government Review,115,36,Urgent,Medium,4,4,1,21,28,61.9,True
2749,Payroll,CA,Documentation,116,58,Normal,High,6,30,1,43,14,96.9,True
2750,Payroll,DE,Intake,115,78,Normal,Low,1,28,0,39,14,62.3,True
2751,Work Permit,DE,Government Review,111,26,Normal,Medium,1,5,3,13,45,68.2,True
2752,Tax,US,Intake,102,82,Normal,Low,4,19,2,19,21,61.5,True
2753,Work Permit,CA,Government Review,110,76,Normal,Low,4,24,1,26,45,87.3,True
2754,Work Permit,AU,Intake,113,94,Normal,Low,6,24,2,36,45,85.1,True
2755,PR Application,US,Intake,117,53,Normal,High,6,28,2,44,90,117.0,True
2756,Relocation,US,Government Review,104,72,Normal,Low,1,30,1,33,35,83.9,True
2757,Payroll,CA,Government Review,115,85,Normal,High,1,25,3,40,14,109.6,True
2758,Work Permit,DE,Intake,119,97,Normal,High,6,13,2,16,45,86.8,True
2759,Relocation,DE,Government Review,104,101,Normal,Low,0,16,1,19,35,77.3,True
2760,Payroll,AU,Decision,102,67,Urgent,Medium,2,15,6,37,7,89.0,True
2761,Payroll,CA,Government Review,111,79,Normal,Medium,5,27,2,14,14,88.7,True
2762,Work Permit,US,Intake,100,62,Urgent,Low,0,8,2,44,38,51.5,True
2763,Visa Renewal,UK,Government Review,108,92,Normal,Low,3,18,1,44,30,92.2,True
2764,PR Application,DE,Government Review,108,122,Normal,Low,3,27,2,30,90,113.3,True
2765,Work Permit,US,Intake,103,23,Normal,Medium,2,1,3,31,45,48.5,True
2766,Payroll,US,Decision,102,97,Normal,Medium,5,3,0,20,14,60.0,True
2767,Payroll,US,Closure,116,94,Normal,Low,4,19,1,44,14,63.7,True
2768,Work Permit,UK,Decision,101,113,Urgent,Low,3,8,3,43,38,79.1,True
2769,Work Permit,AU,Decision,100,123,Normal,High,4,3,0,7,45,69.6,True
2770,Work Permit,UK,Government Review,107,126,Normal,Low,4,4,0,42,45,80.3,True
2771,Payroll,AU,Government Review,112,110,Normal,Medium,0,5,0,37,14,63.3,True
2772,Work Permit,US,Government Review,114,112,Urgent,Low,4,19,1,2,38,75.0,True
2773,Relocation,AU,Decision,107,71,Normal,Medium,2,0,2,22,35,57.8,True
2774,Relocation,DE,Government Review,111,51,Normal,High,0,12,1,13,35,78.9,True
2775,PR Application,CA,Documentation,111,113,Normal,Low,2,17,3,38,90,92.5,True
2776,Work Permit,AU,Submission,113,109,Normal,Low,4,2,2,31,45,61.3,True
2777,Visa Renewal,US,Decision,114,113,Normal,Medium,3,19,4,1,30,70.2,True
2778,Payroll,AU,Intake,114,70,Normal,Low,5,4,3,43,14,48.1,True
2779,Payroll,AU,Government Review,108,29,Normal,Low,4,12,1,13,14,61.7,True
2780,Tax,DE,Closure,118,31,Normal,Medium,2,9,2,17,21,46.6,True
2781,Work Permit,UK,Government Review,119,116,Normal,Low,1,25,3,4,45,82.0,True
2782,Visa Renewal,US,Closure,107,117,Urgent,Low,1,2,0,43,23,43.9,True
2783,PR Application,CA,Government Review,118,101,Normal,Medium,3,10,0,31,90,95.2,True
2784,Visa Renewal,CA,Intake,105,58,Normal,Medium,6,0,1,33,30,54.0,True
2785,Payroll,DE,Decision,119,99,Normal,Low,5,26,2,14,14,83.3,True
2786,PR Application,DE,Documentation,118,128,Normal,Medium,2,26,0,21,90,92.9,True
2787,Work Permit,AU,Submission,103,87,Normal,Medium,3,14,0,22,45,52.4,True
2788,Payroll,US,Documentation,106,29,Normal,Medium,0,23,4,5,14,64.4,True
2789,Payroll,DE,Documentation,103,111,Normal,Low,4,23,1,37,14,71.7,True
2790,Work Permit,AU,Submission,111,124,Urgent,Low,6,28,2,32,38,102.0,True
2791,Relocation,DE,Submission,112,101,Normal,Medium,0,3,2,3,35,40.0,True
2792,Visa Renewal,US,Government Review,102,92,Urgent,Medium,1,14,0,41,23,73.1,True
2793,Visa Renewal,US,Decision,111,105,Normal,Medium,4,6,0,13,30,55.8,True
2794,Work Permit,US,Documentation,101,29,Normal,Low,0,14,0,11,45,39.3,False
2795,Relocation,UK,Documentation,101,123,Normal,Medium,1,3,1,42,35,64.5,True
2796,Payroll,UK,Government Review,108,42,Normal,Medium,5,29,1,38,14,95.4,True
2797,Relocation,AU,Government Review,100,126,Normal,Low,0,2,2,24,35,63.3,True
2798,Work Permit,CA,Closure,107,96,Normal,Low,4,22,1,9,45,66.3,True
2799,PR Application,CA,Intake,105,107,Normal,Medium,0,13,1,13,90,64.5,False
2800,Visa Renewal,UK,Decision,105,32,Normal,Medium,6,5,1,22,30,64.3,True
2801,Tax,DE,Government Review,117,67,Normal,Low,6,0,2,18,21,70.2,True
2802,Relocation,AU,Government Review,116,128,Normal,Medium,4,8,1,10,35,66.5,True
2803,Work Permit,DE,Intake,111,108,Normal,Medium,0,11,0,12,45,53.7,True
2804,Work Permit,CA,Submission,105,63,Urgent,Medium,3,17,0,30,38,61.1,True
2805,Tax,UK,Documentation,107,112,Urgent,Medium,5,28,3,19,14,90.2,True
2806,Visa Renewal,AU,Documentation,118,99,Normal,Medium,0,2,1,19,30,49.3,True
2807,Tax,CA,Government Review,109,83,Normal,Low,0,20,1,10,21,65.3,True
2808,Work Permit,US,Decision,100,59,Normal,Low,6,30,1,1,45,80.9,True
2809,Visa Renewal,US,Government Review,112,25,Urgent,Medium,6,18,0,7,23,68.0,True
2810,Relocation,US,Government Review,116,91,Normal,Low,3,2,4,11,35,76.4,True
2811,Payroll,UK,Government Review,102,117,Normal,Medium,6,23,3,4,14,91.7,True
2812,Payroll,US,Submission,107,101,Normal,Medium,1,13,1,36,14,58.4,True
2813,Work Permit,US,Closure,113,62,Normal,Low,4,3,1,21,45,40.8,False
2814,Visa Renewal,US,Government Review,102,51,Normal,Medium,2,12,1,22,30,62.3,True
2815,Work Permit,UK,Documentation,115,68,Urgent,Medium,1,12,2,10,38,55.0,True
2816,Relocation,CA,Documentation,112,93,Normal,Low,4,25,2,23,35,80.8,True
2817,Relocation,UK,Government Review,119,117,Urgent,Medium,0,1,1,5,28,59.3,True
2818,Payroll,US,Government Review,116,106,Normal,High,1,20,1,12,14,76.7,True
2819,Payroll,US,Intake,112,38,Urgent,Low,0,1,0,30,7,21.0,True
2820,Visa Renewal,CA,Decision,105,103,Urgent,Medium,1,9,2,33,23,65.9,True
2821,Relocation,CA,Government Review,116,71,Normal,Low,1,10,3,37,35,75.0,True
2822,Payroll,US,Government Review,113,71,Normal,Low,2,27,2,18,14,80.5,True
2823,Tax,US,Intake,116,53,Normal,Low,3,23,1,4,21,48.4,True
2824,Work Permit,AU,Submission,107,78,Normal,Medium,1,14,1,27,45,64.1,True
2825,Visa Renewal,UK,Closure,110,121,Normal,Low,6,2,0,23,30,58.2,True
2826,Relocation,US,Decision,119,100,Normal,Low,0,13,1,6,35,46.3,True
2827,Visa Renewal,US,Documentation,100,127,Normal,Medium,2,17,2,7,30,68.9,True
2828,Work Permit,AU,Documentation,106,24,Normal,Low,1,18,0,19,45,56.3,True
2829,Work Permit,UK,Submission,116,85,Urgent,Low,6,18,1,15,38,65.5,True
2830,PR Application,CA,Submission,109,60,Normal,Low,3,0,1,22,90,57.2,False
2831,Visa Renewal,UK,Government Review,110,53,Normal,Low,0,18,1,32,30,62.7,True
2832,Work Permit,DE,Closure,108,73,Normal,Medium,2,2,1,15,45,51.7,True
2833,Visa Renewal,DE,Submission,108,39,Normal,Low,4,19,3,6,30,65.8,True
2834,Tax,CA,Intake,104,129,Normal,Low,5,28,0,6,21,57.8,True
2835,Tax,CA,Decision,116,73,Normal,High,3,7,3,6,21,71.6,True
2836,Relocation,US,Intake,108,85,Urgent,High,6,24,2,12,28,82.6,True
2837,Relocation,AU,Closure,116,111,Normal,Medium,4,16,1,2,35,62.8,True
2838,Payroll,UK,Government Review,118,37,Normal,High,4,0,2,25,14,74.4,True
2839,Work Permit,US,Closure,106,63,Urgent,Medium,2,5,1,4,38,40.0,True
2840,Work Permit,AU,Documentation,108,122,Normal,Medium,2,16,0,6,45,61.0,True
2841,Visa Renewal,AU,Intake,106,67,Normal,Medium,2,27,2,42,30,86.9,True
2842,Work Permit,AU,Submission,112,54,Normal,Medium,6,20,1,37,45,73.1,True
2843,Visa Renewal,AU,Submission,110,98,Normal,Medium,6,29,0,38,30,96.8,True
2844,Payroll,AU,Documentation,113,58,Urgent,Low,4,27,0,14,7,57.2,True
2845,PR Application,US,Closure,118,123,Normal,Medium,5,0,2,19,90,67.0,False
2846,Relocation,DE,Decision,110,122,Normal,Medium,0,12,1,7,35,62.8,True
2847,Payroll,DE,Government Review,112,22,Normal,Medium,2,23,0,18,14,74.5,True
